,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0,0.0,0.0,0.0,0.0,0.19590202921172994,0.0,0.0,0.0,0.20218350757014014,0.23093477010782504,0.17067800417119505,0.0,0.0,0.0,-0.04500778871387401
1,-0.1671496098503289,0.0,0.0,-0.14519586410841745,-0.21065320473786864,0.18271092875463357,0.0,0.0,-0.10748689472093664,-0.10291730094070295,0.0,0.0,0.0,0.0,0.0,0.0
2,0.006449530579893059,0.0,0.0,0.0,-0.06279062890675169,0.04374334345775721,0.0,0.3269136608610468,0.1427413056278486,0.0,0.12100145234912096,-0.005608367428598049,0.0,0.0,0.0,0.0
3,0.0,0.1243506174496567,0.0,0.0,0.0,0.0,0.0,-0.3497625729482683,-0.09932204719911586,0.12151939565527026,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.11587281355426238,0.016873358081723078,-0.16064577851367345,0.24240123999507568,0.0,0.0,0.0,0.0,0.2654723538273911,0.0,0.0
5,0.0,0.0,0.07242872143608303,0.0,-0.28704566420450495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34623251098836216,0.0,-0.13362422963455933
6,-0.18097032179239814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22758431397922418,0.0,0.1388214815042823,0.0,0.24795310534972703,0.15788414952749585,0.20928673476510595,0.0
7,0.0,0.0,0.0,0.0,-0.15004883096602506,0.25977982632182073,0.0,0.0,0.08823066796310286,0.0,0.0,0.096325542185274,-0.344278309744632,-0.3204149912887304,0.0,0.28554742490035734
8,0.0,0.0,0.053509076220325635,0.15791399006386508,0.07359697575624513,0.0,0.19655716652152866,0.0,0.0,0.19828365173262563,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.2276912897237915,0.0,0.0,0.0,0.0,0.2644361176056491,0.028314806264016612,0.0,0.0,-0.30413260470411974,0.0,0.13635560995955265,0.0,0.0,0.0
10,0.0,0.0,0.0,-0.14358682041166904,-0.11282490911894683,0.0,-0.2594802454833127,-0.2222151550048792,0.3250631258845402,0.2653920082491015,0.0,0.0,0.0,0.09748594636189556,0.0,0.18398243558455984
11,0.0,0.0,0.0,-0.29321213304172766,0.0,0.0,0.12589666329492855,-0.25412888147681634,0.20102145144842543,0.0,0.0,0.0,0.23844611961620443,0.0,0.0,-0.0019937562061380643
12,0.0,-0.291783715718823,0.0,0.0,0.0,0.0,0.0,0.0,-0.3000121800954354,0.0,0.0,0.0,0.0,0.0,0.0,0.20734941981085453
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015962208675862177,0.0,0.0,-0.0683222981176339,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3437186607347267,0.0,0.0,0.0,0.2772797740664721,0.0,0.33123273013586907,0.0,0.0
15,0.0,0.0,0.20307214687034958,0.0,0.0,0.0,0.22219284490575975,-0.3191573945171535,-0.17590902876503245,0.0,0.04487679116235044,-0.33988286616038854,0.0,0.0,0.0,0.0
