,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.22565605509302666,-0.05666777742416507,0.0,0.32536142199566087,0.0,0.0,0.0,0.1822196623735155
1,-0.3377974753371189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1749951925243356,-0.10457729602560861
2,0.0,0.1550380583978348,0.0,0.0,0.0,-0.03854210280232473,0.0,0.0,0.0,0.20487805115710023
3,0.24819975797585325,-0.037748407543770846,0.0,0.0,0.20757908864043606,0.0,-0.29770473211222526,0.0,-0.16631881947086513,0.0
4,0.0,-0.3042252695021599,0.006610561671538173,0.0,0.0,-0.00922557593087281,0.0,0.0,0.0,0.0
5,0.0,0.037180405534698924,0.0,0.3477749593570072,0.0,0.0,-0.19222177743017377,0.0,0.0,0.027472693026029615
6,-0.14749828218625516,0.0,0.0,0.0,0.021030309559112226,0.0,0.0,0.0,0.0,-0.015249796664439819
7,0.32227564119765484,-0.2823857320162477,0.0,0.0,0.0,-0.19264577396424176,0.0,0.0,-0.24187763436972243,0.0
8,0.0,-0.27577839994459863,0.0,0.0,0.0,-0.23589262325575966,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12185569536492213,0.0
